Unnamed: 0,title,year,age_group,imdb,rotten_tomato,streaming,title2
14234,3 of a Kind,2012,,4.7,,Amazon,
14235,Beast,2011,,5.7,,Amazon,beast
14236,The Manster,1959,,5.4,,Amazon,
14237,The Rocky Mountain Fly Highway,2014,,7.9,,Amazon,
14238,Beyond the Law,1968,7+,6.2,,Amazon,
14239,Close Quarters,2012,,7.5,,Amazon,
14240,The Amish: Shunned,2014,7+,6.6,,Amazon,
14241,Feats First: The Life and Music of Lowell George,2015,,7.9,,Amazon,
14242,Scarlett,2016,16+,4.5,,Amazon,scarlett
14243,Starflight: The Plane That Couldn't Land,1983,,4.8,,Amazon,
14244,The Voyage Beyond,1989,,7.2,,Amazon,
14245,2 Night,2011,,7.2,,Amazon,
14246,The Border Legion,1940,all,6.9,,Amazon,the border
14247,Million Dollar Kid,1944,,6.1,,Amazon,
14248,The Divine Tragedies,2015,7+,3.4,,Amazon,
14249,Permanent,2014,7+,5.8,,Amazon,permanent
14250,The Terror Within,1989,18+,4.9,,Amazon,
14251,Regarding Billy,2005,,5.9,,Amazon,
14252,Bunny the Killer Thing,2015,,4.3,,Amazon,
14253,Welcome To Macintosh,2008,7+,6.2,,Amazon,
14254,Betrayal!,2004,,,,Amazon,betrayal!
14255,Sweet Dreams,2011,,,,Amazon,sweet dreams: lullabies music and art for babies
14256,Rideshare,2018,,5.2,,Amazon,rideshare
14257,Three Blind Mice,2003,18+,4.3,,Amazon,
14258,The Cure,2019,,7.2,,Amazon,
14259,The Lone Gun,1954,,5.9,,Amazon,
14260,Aurora,2015,,6.8,,Amazon,aurora
14261,The Girl Hunters,1963,,6.1,,Amazon,the g
14262,Bomb at 10:10,1967,,5.0,,Amazon,
14263,40 Days at Base Camp,2011,13+,6.7,,Amazon,
14264,The Dwarves of Demrel,2018,,3.4,,Amazon,
14265,Unsolved History,2002,,7.0,,Amazon,
14266,No Man's Woman,1955,,6.4,,Amazon,
14267,The Hitchhikers,1972,18+,4.8,,Amazon,
14268,They Shall Not Perish,2016,,7.3,,Amazon,
14269,Some Like It Hot,2016,,6.1,,Amazon,
14270,Rajwade and Sons,2015,,7.0,,Amazon,rajwade and sons
14271,Adventures in Odyssey: In Harm's Way,1997,,6.8,,Amazon,
14272,After Darkness,2019,18+,3.6,,Amazon,
14273,Burning Man: Beyond Black Rock,2005,,6.3,,Amazon,
14274,Let's Kill Grandpa,2017,,4.2,,Amazon,
14275,Pearl Harbor: Into The Arizona,2016,,6.3,,Amazon,pearl harbor
14276,Dear Albania,2015,,5.9,,Amazon,
14277,Andrew Santino: Home Field Advantage,2017,,5.4,,Amazon,
14278,A Fighting Season,2015,,6.4,,Amazon,
14279,Kumpania,2011,,8.1,,Amazon,kumpania
14280,Devil's Trail,2017,,3.4,,Amazon,
14281,When Harry Tries to Marry,2011,13+,4.6,13.0,Amazon,
14282,Biriyani,2013,7+,5.7,,Amazon,biriyani
14283,The Great Alligator,1979,,4.5,,Amazon,the g
14284,The Lady Refuses,1931,,6.0,,Amazon,
14285,The Haunting of Borley Rectory,2019,,3.2,,Amazon,
14286,Five Golden Dragons,1967,,5.0,,Amazon,
14287,Shred: The Story of Asher Bradshaw,2013,,8.8,,Amazon,shred: the story of asher bradshaw
14288,Blue Tiger,1994,18+,5.6,,Amazon,
14289,Television Under The Swastika,1999,,7.1,,Amazon,
14290,Pinching Penny,2011,18+,4.8,,Amazon,
14291,Copyright Criminals,2009,13+,7.4,,Amazon,
14292,Coffee and Lots more,2015,,7.1,,Amazon,
14293,Erik the Conqueror,1961,,6.2,,Amazon,
14294,The Fighter,1952,,6.0,,Amazon,
14295,Short Skin,2014,,6.5,,Amazon,
14296,Agnieszka,2014,,5.8,,Amazon,agnieszka
14297,Chris Porter: A Man From Kansas,2019,,7.5,,Amazon,
14298,The Outsider,2014,,4.7,,Amazon,the outsider
14299,Camus,2010,,6.2,,Amazon,camus
14300,Lift Me Up,2015,,5.6,,Amazon,
14301,Lechmi,2017,,4.7,,Amazon,lechmi
14302,A Little Wisdom,2018,,7.8,,Amazon,
14303,Desecrated,2015,,3.3,,Amazon,desecrated
14304,Sunset,2018,,5.6,,Amazon,sunset
14305,Gina Yashere: Laughing To America,2014,,,,Amazon,gina yashere: laughing to america
14306,Shaolin Drunken Monk,1982,,5.6,,Amazon,
14307,Songs for Amy,2012,,6.3,17.0,Amazon,
14308,Sacred Vow,2016,,6.3,,Amazon,
14309,Decameron Nights,1953,,5.5,,Amazon,
14310,The Aviation Cocktail,2012,,5.2,,Amazon,
14311,The Iron Monkey,1980,,6.6,,Amazon,
14312,Woodstock or Bust,2019,,4.0,,Amazon,
14313,Lumberjack,1944,,6.8,,Amazon,lumberjack
14314,A Fly in the Champagne,2009,,7.2,,Amazon,
14315,Frauds,1993,18+,6.0,,Amazon,frauds
14316,Sinners in Paradise,1938,,5.7,,Amazon,
14317,Rappaccini's Daughter,1980,,5.4,,Amazon,
14318,Tamanchey,2014,13+,4.5,,Amazon,tamanchey
14319,Blood Trap,2016,,3.8,,Amazon,
14320,Kansas Raiders,1950,,6.2,,Amazon,
14321,Jessy & Nessy,2020,all,8.2,,Amazon,jessy & nessy
14322,I Am I,2013,,5.7,30.0,Amazon,i am
14323,Hollywood Man,1976,,5.2,,Amazon,
14324,The Kims of Comedy,2005,,7.4,,Amazon,
14325,Raccoon Valley,2018,,4.7,,Amazon,raccoon valley
14326,Frank the Bastard,2015,,4.9,11.0,Amazon,
14327,With God On Our Side,2010,,6.9,,Amazon,
14328,Elite,2017,,4.5,,Amazon,elite
14329,Black Eagle,1988,18+,3.8,,Amazon,
14330,John Apple Jack,2013,,5.6,,Amazon,
14331,Blood and Lace,1971,18+,5.6,,Amazon,
14332,The Large Rope,1953,,6.2,,Amazon,
14333,Dirty Paradise,2009,all,7.5,,Amazon,
14334,The Magical Life of Long Tack Sam,2003,,7.5,,Amazon,
14335,Crossbreed,2019,,4.8,,Amazon,crossbreed
14336,Vegas in Space,1991,18+,4.6,,Amazon,in space
14337,Island,2011,,5.8,,Amazon,island
14338,Phantom of Chinatown,1940,,6.2,,Amazon,
14339,Classic Albums: John Lennon - Plastic Ono Band,2008,all,6.8,,Amazon,
14340,Four,2011,,4.2,,Amazon,four
14341,The Timeline,2015,,8.2,,Amazon,
14342,Faith's Song,2017,,4.1,,Amazon,
14343,Willed to Kill,2012,16+,5.5,,Amazon,
14344,Cinema Six,2013,,6.1,,Amazon,
14345,A Place In Hell,1969,,5.5,,Amazon,
14346,The Cat Burglar,1961,,6.2,,Amazon,
14347,No Safe Haven,1987,18+,4.2,,Amazon,
14348,Cruel Will,2013,,3.5,,Amazon,
14349,Empires,2000,all,,,Amazon,empires
14350,Run,2013,,4.7,,Amazon,run
14351,Rage and Glory,1984,,7.2,,Amazon,
14352,A Bullet for Pretty Boy,1970,7+,5.1,,Amazon,
14353,Philo Vance Returns,1947,,5.9,,Amazon,
14354,Swelter,2014,18+,4.5,,Amazon,swelter
14355,Killing American Style,1988,18+,3.9,,Amazon,
14356,A Real American Hero,1978,16+,5.9,,Amazon,
14357,Streamline Express,1935,,5.6,,Amazon,
14358,$100 and a T-Shirt: A Documentary About Zines in the Northwest,2004,,6.3,,Amazon,
14359,Colorado,1940,all,6.0,,Amazon,colorado
14360,Punk in London,1977,18+,7.2,,Amazon,
14361,Letters from Three Lovers,1973,,7.1,,Amazon,
14362,The Marksman,2005,18+,4.1,,Amazon,the marksman
14363,Kempe Gowda,2011,,7.1,,Amazon,
14364,Mr. What,2015,,6.1,,Amazon,
14365,First Response,2015,,5.7,,Amazon,
14366,Open Graves,2009,18+,4.2,,Amazon,
14367,Mistress of the Apes,1979,18+,3.5,,Amazon,
14368,The Liberators,2016,,7.3,,Amazon,
14369,Parvaneh,2012,all,6.7,,Amazon,parvaneh
14370,A Norml Life,2011,,6.6,,Amazon,
14371,Inspiration,2016,,6.5,,Amazon,inspiration
14372,Cherry Tree,2015,,4.3,,Amazon,
14373,Bridge to Silence,1989,,6.6,,Amazon,
14374,"So Young, So Bad",1950,,6.3,,Amazon,
14375,The Last Ocean,2012,7+,7.7,,Amazon,
14376,A Dangerous Idea,2016,,5.8,,Amazon,
14377,Twelfth Night,2018,7+,6.4,,Amazon,
14378,The First Lady,2016,,,,Amazon,the first lady
14379,The Princess Castle,1996,,6.8,,Amazon,
14380,Becoming Queen,2004,,7.2,,Amazon,
14381,Ancient Roads from Christ to Constantine,2015,,8.0,,Amazon,ancient roads from christ to constantine
14382,The Other F Word,2017,,8.0,,Amazon,
14383,A Moonless Night,2014,,6.6,,Amazon,
14384,Where the Boys Are '84,1984,18+,4.0,,Amazon,the boys
14385,Before All Others,2016,7+,5.5,,Amazon,
14386,All at Once,2016,18+,5.8,,Amazon,
14387,That's the Way of the World,1975,7+,6.1,,Amazon,
14388,Apocalyptic,2013,13+,4.6,,Amazon,apocalyptic
14389,Christmas in Cartoontown,1996,,6.5,,Amazon,
14390,Screamplay,1985,,6.3,,Amazon,screamplay
14391,Ladylike,2016,,5.9,,Amazon,ladylike
14392,The Rage,2007,18+,4.2,,Amazon,
14393,Queen of Spades,2016,,6.1,,Amazon,
14394,Ganz: How I Lost My Beetle,2019,,7.6,,Amazon,
14395,Amazed By You,2018,,6.0,,Amazon,
14396,Being and Becoming Chua Ek Kay,2012,,8.6,,Amazon,
14397,Me and My Mates vs. The Zombie Apocalypse,2015,,4.9,,Amazon,
14398,Healed by Grace,2012,7+,5.8,,Amazon,
14399,Snow White,2005,7+,5.8,,Amazon,princess stories: snow white and the magic mirror / secret of anastasia / secret of mulan
14400,The Planter's Wife,1952,,5.9,,Amazon,
14401,Another Version of You,2018,,5.6,,Amazon,norman lear: just another version of you
14402,Inside Jokes,2018,16+,7.1,,Amazon,inside jokes
14403,One-Eyed Monster,2008,18+,4.2,,Amazon,
14404,Misconceptions,2010,,4.5,,Amazon,misconceptions
14405,The Confessional,2009,,6.5,,Amazon,
14406,American Meltdown,2004,18+,5.3,,Amazon,
14407,One Remains,2019,,2.7,,Amazon,
14408,The Shadow Returns,1946,,5.9,,Amazon,
14409,Love Meet Hope,2016,,7.0,,Amazon,love me
14410,Phase IV,2002,18+,5.0,,Amazon,phase iv
14411,The Bray Road Beast,2018,,5.2,,Amazon,
14412,Killer Camera Monsters,2020,,2.5,,Amazon,
14413,Black,2009,18+,5.1,,Amazon,black
14414,Stony Island,1978,7+,6.8,,Amazon,
14415,Combat,2006,,5.8,,Amazon,combat
14416,Deadly Intent,2016,,3.7,,Amazon,
14417,Our War,2016,,6.9,,Amazon,park na-rae: glamour warningoriginal
14418,Off Piste,2016,,4.4,,Amazon,
14419,Paigham,1959,,6.9,,Amazon,paigham
14420,Bending The Rules,2012,13+,5.0,,Amazon,
14421,No Place Like Home,1989,,6.8,,Amazon,
14422,Yun Hota To Kya Hota,2006,,6.7,,Amazon,
14423,Death Bed: The Bed That Eats,1977,,4.3,,Amazon,
14424,Mere Baap Pehle Aap,2008,18+,5.3,,Amazon,
14425,Submarine Alert,1943,,5.5,,Amazon,
14426,The Astral Factor,1978,7+,3.6,,Amazon,
14427,Forget Me Never,1999,,5.9,,Amazon,
14428,The Incubus,2010,13+,4.1,,Amazon,
14429,California Winter,2015,,6.2,,Amazon,
14430,The Great Chameleon,2013,,7.2,,Amazon,the g
14431,Life on the V: The Story of V66,2014,,8.5,,Amazon,
14432,Allah Made Me Funny,2008,,5.7,54.0,Amazon,
14433,Tea Pets,2017,all,5.5,,Amazon,
14434,Above the Best,2019,,4.1,,Amazon,
14435,"Hans Brinker, or the Silver Skates",1958,all,7.7,,Amazon,
14436,How Awful About Allan,1970,7+,5.8,,Amazon,
14437,Off Jackson Avenue,2008,,7.0,59.0,Amazon,
14438,Phir Milenge,2004,,6.1,,Amazon,
14439,Ahí Viene Martín Corona,1952,,7.0,,Amazon,
14440,Orion,2015,18+,5.6,,Amazon,orion
14441,Two Mothers for Zachary,1996,,6.8,,Amazon,
14442,A Royal Christmas Ball,2017,7+,4.5,,Amazon,
14443,Deadline: Sirf 24 Ghante,2006,,6.3,,Amazon,deadline: sirf 24 ghante
14444,Point B,2015,,5.8,,Amazon,point blankoriginal
14445,The Novice,2006,13+,6.1,,Amazon,
14446,Jack Reed: Death and Vengeance,1996,13+,5.8,,Amazon,
14447,The Chronology Protection Case,2013,,7.2,,Amazon,
14448,Shadows Run Black,1984,,3.1,,Amazon,
14449,Freak Dance,2010,,4.7,,Amazon,
14450,Who Killed Nelson Nutmeg?,2015,,6.2,,Amazon,
14451,Stripped to Kill,1987,18+,4.9,,Amazon,
14452,The Secret World of Lewis Carroll,2015,,6.4,,Amazon,the secret
14453,Ghar,1978,,7.0,,Amazon,ghar
14454,One Thrilling Night,1942,,5.6,,Amazon,
14455,The Terror of Tiny Town,1938,,3.8,,Amazon,tiny town
14456,Silver Dream Racer,1980,7+,5.5,,Amazon,
14457,Legend of Master Legend,2017,,,73.0,Amazon,
14458,The Pistol Shrimps,2016,,6.7,,Amazon,the pistol shrimps
14459,Elon Gold: Chosen and Taken,2014,,7.0,,Amazon,
14460,Okie Noodling,2001,,7.1,,Amazon,
14461,Hell's Angels '69,1969,,5.5,,Amazon,
14462,Daddy's Deadly Darling,1972,18+,4.7,,Amazon,
14463,Streetballers,2009,18+,5.6,,Amazon,streetballers
14464,Curious Traveler,2015,,7.8,,Amazon,
14465,Frightmare,1983,18+,4.6,,Amazon,frightmare
14466,Necromancy,1972,7+,4.7,,Amazon,necromancy
14467,After Mein Kampf,1940,,5.7,,Amazon,
14468,The Phantom,1931,,4.4,,Amazon,detective dee and the mystery of the phantom flame
14469,Number One,1969,13+,5.6,,Amazon,
14470,Lucky,2005,7+,7.3,,Amazon,lucky
14471,The Adventures of Ociee Nash,2004,all,5.6,,Amazon,
14472,See Girl Run,2013,,5.1,,Amazon,
14473,Murder on the Cape,2017,18+,2.6,,Amazon,
14474,The Bakken,2017,,8.2,,Amazon,
14475,Benny Loves Killing,2012,,6.6,,Amazon,
14476,And the Same to You,1960,,5.3,,Amazon,
14477,A Long Way Off,2014,7+,4.6,,Amazon,
14478,Pursued,2004,18+,5.2,,Amazon,pursued
14479,Marry Me For Christmas,2013,all,5.4,,Amazon,
14480,Sharknado: Feeding Frenzy,2015,16+,3.8,,Amazon,
14481,Dead Space,1991,18+,3.3,,Amazon,
14482,Dust Up,2012,,4.9,,Amazon,
14483,24 Hours in London,2000,18+,3.6,,Amazon,
14484,Luther the Geek,1989,,5.1,,Amazon,the g
14485,Port of New York,1949,,6.1,,Amazon,
14486,Descent,2005,7+,3.3,,Amazon,descent
14487,Charlotte's Song,2015,,4.6,,Amazon,
14488,The Fighting Preacher,2019,7+,5.7,,Amazon,
14489,TangerineLAnd,2015,,7.0,,Amazon,tangerineland
14490,The World's First Time Machine,2003,all,7.5,,Amazon,
14491,Polar Storm,2009,13+,3.7,,Amazon,
14492,I Need You to Kill,2017,18+,7.1,,Amazon,
14493,Betting On The Bride,2017,7+,5.7,,Amazon,betting on the bride
14494,Ode to Gallantry,1982,,7.0,,Amazon,
14495,Dragon Eyes,2012,18+,4.5,,Amazon,
14496,"Andrew Carnegie: Rags to Riches, Power to Peace",2015,,6.9,,Amazon,
14497,Boris Without Beatrice,2016,,6.1,,Amazon,
14498,The Missing Corpse,1945,,5.8,,Amazon,the missing
14499,Leather,2013,,5.2,,Amazon,leather
14500,The Back Pages,2017,,5.3,,Amazon,the back pages
14501,The Banker,1989,18+,4.8,,Amazon,
14502,Arizona Bound,1941,,6.5,,Amazon,
14503,The Flemish Farm,1943,,5.9,,Amazon,
14504,New York Goes to Work,2009,,4.9,,Amazon,
14505,Storm,2009,,5.7,,Amazon,storm
14506,The Annihilators,1985,18+,5.1,,Amazon,
14507,Yardbird,2012,,7.1,,Amazon,yardbird
14508,The Lights of Ten Thousand Homes,1948,,7.3,,Amazon,
14509,Banshee Blacktop,2016,,5.7,,Amazon,
14510,Stray,2015,,5.0,,Amazon,stray
14511,Knut And Friends,2008,,6.6,,Amazon,
14512,Here Is Germany,1945,,6.2,,Amazon,
14513,Streetwalkin',1985,18+,5.7,,Amazon,streetwalkin'
14514,A New High,2015,,7.4,,Amazon,
14515,The Break-up Artist,2009,13+,4.9,,Amazon,the break
14516,House by the Lake,2016,,3.5,,Amazon,
14517,Cuban Missile Crisis: Three Men Go to War,2012,13+,8.2,,Amazon,
14518,Victoria's Shadow,1998,,6.8,,Amazon,
14519,Aranmanai,2014,7+,5.1,,Amazon,aranmanai
14520,Headgame,2018,18+,3.9,,Amazon,headgame
14521,Crawl or Die,2014,18+,4.1,,Amazon,
14522,The Hatred,2017,18+,3.6,,Amazon,
14523,Play the Devil,2016,18+,5.6,,Amazon,
14524,Innocents in Paris,1953,,5.9,,Amazon,
14525,Boss 2,2017,,5.0,,Amazon,
14526,Solitary,2009,16+,5.3,,Amazon,solitary
14527,Whitney Houston - We Will Always Love You,2012,,7.2,,Amazon,
14528,Black Luck,2016,,6.8,,Amazon,
14529,Frontier,2018,,5.3,,Amazon,frontier
14530,The Gatehouse,2016,,4.9,,Amazon,the g
14531,Parts Per Billion,2014,18+,4.3,,Amazon,
14532,Dawn Rider,2012,18+,4.9,,Amazon,
14533,8 Days,2014,13+,4.6,,Amazon,8 days
14534,Joni,1979,all,6.9,,Amazon,joni
14535,Shattered Spirits,1986,13+,5.8,,Amazon,
14536,Spivs,2004,,5.4,,Amazon,spivs
14537,October Moon,2005,,4.8,,Amazon,
14538,Charge Over You,2010,,6.5,,Amazon,
14539,Impossible Builds,2018,7+,7.2,,Amazon,impossible builds
14540,Hold That Woman!,1940,,5.7,,Amazon,
14541,Three Men From Texas,1940,,7.0,,Amazon,
14542,Last of the Mississippi Jukes,2003,,7.2,,Amazon,
14543,Say My Name,2009,,7.3,,Amazon,
14544,The Giant Gila Monster,1959,,3.6,22.0,Amazon,the giant
14545,"The Dragon, the Hero",1979,,6.6,,Amazon,
14546,Hobbyhorse Revolution,2017,,7.0,,Amazon,
14547,Tango Charlie,2005,,6.0,,Amazon,
14548,Eat. Race. Win.,2018,,7.1,,Amazon,eat. race. win.
14549,Beau Jest,2008,7+,6.4,,Amazon,
14550,Aurora,2014,,7.0,,Amazon,aurora
14551,What Iva Recorded,2005,,6.9,,Amazon,
14552,Bloodfist,1989,18+,4.8,,Amazon,bloodfist
14553,Dutch Kills,2015,18+,5.2,,Amazon,
14554,Kung Fu from Beyond the Grave,1982,,6.0,,Amazon,from beyond
14555,World War II The Last Heroes,2011,,8.5,,Amazon,
14556,On the Real,2016,,8.8,,Amazon,on the real
14557,Wives Under Suspicion,1938,,6.1,,Amazon,
14558,Misbehavior,2016,,5.8,,Amazon,misbehavior
14559,The Frankenstein Theory,2013,,4.2,,Amazon,
14560,The Gun And The Pulpit,1974,7+,5.7,,Amazon,the g
14561,Decanted,2016,,5.8,,Amazon,decanted
14562,TELL HELL I AIN'T COMIN',2005,,8.2,,Amazon,
14563,There Once was an Island: Te Henua e Nnoho,2011,,7.8,,Amazon,
14564,Life in the Carolinas,2008,,8.0,,Amazon,life in the carolinas
14565,Killer Diller,1948,,5.7,,Amazon,
14566,Doctors of the Dark Side,2011,,7.2,,Amazon,
14567,The Queen of Hearts,2009,18+,6.1,,Amazon,
14568,Shaolin Deadly Kicks,1982,,5.5,,Amazon,
14569,After Braveheart,2015,,7.3,,Amazon,after braveheart
14570,Untouched,2017,,5.8,,Amazon,untouched
14571,Picture Claire,2001,18+,5.5,,Amazon,
14572,Alice of Wonderland in Paris,1966,all,4.9,,Amazon,
14573,Bollywood Hero,2009,,5.9,,Amazon,
14574,Top Cat Begins,2015,7+,4.2,17.0,Amazon,
14575,Beyond the Comfort Zone - 13 Countries to K2,2018,,6.2,,Amazon,
14576,Murder University,2012,,4.2,,Amazon,
14577,2012: Ice Age,2011,7+,2.3,,Amazon,ice age
14578,Borderline Murder,2011,,4.7,,Amazon,borderline murder
14579,Gang Bullets,1938,,5.7,,Amazon,
14580,The Second Woman,1950,,6.4,,Amazon,
14581,The Ballad of Andy Crocker,1969,,5.8,,Amazon,
14582,Kalki,1996,,6.5,,Amazon,kalki
14583,The Coffin,2008,,4.2,,Amazon,
14584,One Fall,2016,13+,5.2,10.0,Amazon,a wonderful unsuccessful season (una meravigliosa stagione fallimentare)
14585,Lidia's Kitchen,2013,all,7.4,,Amazon,
14586,Citizen Jane,2009,13+,5.5,,Amazon,
14587,Actor Martinez,2016,,5.8,81.0,Amazon,
14588,Mickey,1948,,7.0,,Amazon,mickey
14589,Rescue Me,1992,13+,5.3,,Amazon,
14590,Red Velvet,2009,,4.7,,Amazon,
14591,Hollows Grove,2014,18+,4.9,,Amazon,
14592,Freddie Mercury: The King of Queen,2018,,6.3,,Amazon,
14593,Terminal Voyage,1994,18+,4.1,,Amazon,
14594,Counting with Paula,2015,,7.0,,Amazon,
14595,The Jazz Ambassadors,2018,,7.0,,Amazon,
14596,The Next Step,1997,,6.2,,Amazon,
14597,Heavy Water,2015,,6.7,,Amazon,
14598,Van Halen: The Van Halen Story,2003,,5.5,,Amazon,
14599,Innocents,2000,18+,4.6,,Amazon,innocents
14600,Five Minutes to Live,1961,all,5.7,,Amazon,
14601,Sea to Shining Sea,2017,,5.2,,Amazon,
14602,SciGirls,2010,all,7.2,,Amazon,scigirls
14603,Zid,2014,13+,4.4,,Amazon,zid
14604,Alien Invasion: S.U.M.1,2017,18+,4.0,,Amazon,
14605,A Close Call for Boston Blackie,1946,,6.1,,Amazon,
14606,The Surface,2015,,5.6,,Amazon,party monster: scratching the surface
14607,Rocketman: Mad Mike's Mission to Prove the Flat Earth,2019,,6.4,,Amazon,
14608,Finding Kim,2016,,5.7,,Amazon,
14609,Encounter,2019,,3.8,,Amazon,encounter
14610,The Summer of All My Parents,2016,,5.4,,Amazon,
14611,Having You,2013,,6.4,,Amazon,
14612,LEGO City,2011,all,5.2,,Amazon,lego city [español]
14613,My Brother Jack,2015,,6.2,,Amazon,
14614,A Wife Alone,2012,,4.4,,Amazon,
14615,"Dark, Deadly & Dreadful",2018,,4.9,,Amazon,
14616,The Great American West,1995,,7.3,,Amazon,the g
14617,Who Needs Enemies,2013,,5.5,20.0,Amazon,
14618,Bargain Counter Attack,1946,,6.3,,Amazon,
14619,The Nursery,2018,,5.3,,Amazon,
14620,"Je T'aime, I Love You Terminal",2010,,6.1,,Amazon,i love you
14621,Ginger in the Morning,1973,7+,5.3,,Amazon,
14622,The Arroyo,2014,,6.1,,Amazon,
14623,Vasermil,2007,,6.7,,Amazon,vasermil
14624,Ragala 24 Gantallo,2019,,5.8,,Amazon,ragala 24 gantallo
14625,Oh happy day,2004,,5.6,,Amazon,
14626,Parasite,1982,18+,3.9,11.0,Amazon,parasite
14627,The Last Year,2002,,4.4,,Amazon,
14628,Plague,2014,,5.1,,Amazon,plague
14629,Big News,1929,,5.4,,Amazon,
14630,Mother's Day,2019,,,,Amazon,
14631,Durant's Never Closes,2016,,5.5,17.0,Amazon,
14632,Gog,1954,,5.5,,Amazon,gog
14633,Dark Sense,2019,,4.6,,Amazon,dark sense
14634,How to Stuff a Wild Bikini,1965,,4.7,,Amazon,
14635,Armistice,2008,,7.1,,Amazon,armistice
14636,"Gallino, the Chicken System",2012,,5.9,,Amazon,
14637,Inner Sanctum,1948,,6.0,,Amazon,
14638,Human Affairs,2018,,4.8,,Amazon,
14639,Mayan Renaissance,2012,all,7.4,,Amazon,
14640,Cute Little Buggers,2017,,3.3,,Amazon,
14641,Bigfoot Girl,2019,,2.9,,Amazon,
14642,Riders of Destiny,1933,,5.5,,Amazon,
14643,Rent Control,2003,7+,3.9,,Amazon,
14644,Jeremy Fink and the Meaning of Life,2012,7+,5.9,,Amazon,
14645,West Virginia,2016,,6.8,,Amazon,the wild and wonderful whites of west virginia (10th anniversary edition)
14646,Tudawali,1988,13+,6.7,,Amazon,tudawali
14647,Infidelity,2011,,6.2,,Amazon,infidelity
14648,Jump,2012,13+,6.2,,Amazon,jump
14649,Success Is the Best Revenge,1984,18+,6.0,,Amazon,
14650,Rakhi,2006,,6.4,,Amazon,rakhi
14651,Crossing Bridges,2014,,7.3,,Amazon,
14652,Lake Alice,2017,,3.7,,Amazon,
14653,Ghostumentary,2015,,5.1,,Amazon,ghostumentary
14654,"Michael Jackson: Life, Death and Legacy",2012,,6.0,,Amazon,
14655,Newman,2015,,6.8,,Amazon,newman
14656,Remember Pearl Harbor,2016,,8.2,,Amazon,remember pearl harbor
14657,Show Yourself,2016,,5.1,,Amazon,
14658,Under California Stars,1948,,5.9,,Amazon,
14659,Wet and Reckless,2014,,6.7,,Amazon,
14660,Apache Rose,1947,,6.4,,Amazon,
14661,The Sleeping Cardinal,1931,,6.0,,Amazon,
14662,Downstream,1984,,5.8,,Amazon,downstream
14663,A Night In the Woods,2011,18+,3.7,43.0,Amazon,
14664,Kashmir Ki Kali,1964,,7.2,,Amazon,
14665,Taylor Swift: From the Heart,2013,,,,Amazon,the heart
14666,In the Treetops,2015,,6.6,,Amazon,
14667,1st Born,2019,,3.3,,Amazon,
14668,Afterlife,2011,,6.0,,Amazon,afterlife
14669,Night Creature,1978,7+,3.7,,Amazon,
14670,Premachi Goshta,2013,,7.2,,Amazon,
14671,Humble Beauty: Skid Row Artists,2008,,7.8,,Amazon,
14672,Soursweet,1988,,6.8,,Amazon,soursweet
14673,Broadway Limited,1941,,5.7,,Amazon,
14674,Legend of a Warrior,2012,,6.6,,Amazon,
14675,Warlock Moon,1973,7+,5.4,,Amazon,
14676,A Good Dream,2017,,5.6,,Amazon,
14677,Judgment in Berlin,1988,7+,5.8,,Amazon,
14678,Journey Together,1945,,6.7,,Amazon,
14679,Surviving Sabu,1998,,7.3,,Amazon,
14680,Jingles the Clown,2009,,4.4,,Amazon,
14681,Love by Design,2014,,5.8,,Amazon,
14682,Cloudburst,1951,,6.7,,Amazon,cloudburst
14683,The Sleeping Room,2014,,4.6,,Amazon,
14684,Seabiscuit: The Lost Documentary,2003,,6.9,,Amazon,
14685,Daughters of Satan,1972,18+,4.5,,Amazon,
14686,Kingdom Come,2014,,4.3,,Amazon,
14687,A Wonderful Cloud,2015,,6.3,,Amazon,
14688,Piranhaconda,2012,16+,2.9,,Amazon,piranhaconda
14689,Psychos & Socios,2020,,5.0,,Amazon,
14690,A Haunting at the Hoyt Library,2015,,5.8,,Amazon,
14691,The Bootlegger,2016,,8.1,,Amazon,the bootlegger
